Ticket_ID,Student_ID,Category,Complaint_Text,Priority,Status,Date_Submitted,Unnamed: 0.1,Unnamed: 0
TCKT0332,S11132,IT,Network outages disrupt access to essential academic databases and tools.,High,In Progress,2025-02-12,81.0,
TCKT0333,S11133,Academic Support and Resources,Inconsistent dissemination of exam schedules leads to student confusion.,Medium,Open,2025-02-17,82.0,
TCKT0334,S11134,Student Affairs,"Poor signage in campus facilities inhibits easy navigation, particularly for new students.",Low,Resolved,2025-02-22,83.0,
TCKT0335,S11135,Financial Support,Unclear refund policies lead to unanswered student inquiries and frustration.,High,Open,2025-02-27,84.0,
TCKT0336,S11136,IT,Obsolete hardware in computer labs limits access to updated software applications.,Medium,In Progress,2025-03-04,85.0,
TCKT0337,S11137,Academic Support and Resources,Delayed feedback on academic projects limits students' ability to improve in subsequent assignments.,High,Open,2025-03-09,86.0,
TCKT0338,S11138,Student Affairs,Recurring problems with campus safety lighting compromise student wellbeing during nighttime activities.,Medium,Open,2025-03-14,87.0,
TCKT0339,S11139,Financial Support,Inadequate explanations of tuition fee structures lead to confusion among first-year students.,Low,Resolved,2025-03-19,88.0,
TCKT0340,S11140,IT,Constant issues with remote access tools hinder participation in virtual classes.,High,Open,2025-03-24,89.0,
TCKT0341,S11141,Academic Support and Resources,Limited availability of peer tutoring sessions restricts academic support options.,Medium,In Progress,2025-03-29,90.0,
TCKT0342,S11142,Student Affairs,Persistent parking permit application issues create concerns for commuter students.,High,Resolved,2025-04-03,91.0,
TCKT0343,S11143,Financial Support,Difficulty understanding loan repayment schedules complicates financial planning for students.,Medium,Open,2025-04-08,92.0,
TCKT0344,S11144,IT,Failure in software update deployment results in security vulnerabilities on student devices.,High,Open,2025-04-13,93.0,
TCKT0345,S11145,Academic Support and Resources,Unavailable study group rooms during finals week hamper collaborative learning efforts.,Medium,Resolved,2025-04-18,94.0,
TCKT0346,S11146,Student Affairs,Inadequate emergency preparedness information causes concern in the student population.,High,Open,2025-04-23,95.0,
TCKT0347,S11147,Financial Support,Unreliable processing times for financial aid application renewals cause administrative hold-ups.,Medium,In Progress,2025-04-28,96.0,
TCKT0348,S11148,IT,Instability in campus-wide wireless connections disrupts frequent access to resource platforms.,High,Open,2025-05-03,97.0,
TCKT0349,S11149,Academic Support and Resources,Lack of clarity about research paper submission guidelines causes student uncertainty.,Medium,Open,2025-05-08,98.0,
TCKT0350,S11150,Student Affairs,Poorly maintained common study spaces discourage group academic engagement.,High,Resolved,2025-05-13,99.0,
TCKT0351,S11151,Academic Support and Resources,"Inadequate coordination between academic departments causes overlap in course timetables, limiting enrollment options.",High,Open,2024-09-12,100.0,
TCKT0352,S11152,Student Affairs,Delayed dormitory maintenance requests cause persistent issues with heating in multiple residence halls.,Medium,In Progress,2024-09-17,101.0,
TCKT0353,S11153,Financial Support,Complex and unclear billing policies lead to frequent confusion about charges and fees.,High,Open,2024-09-21,102.0,
TCKT0354,S11154,IT,"Password reset procedures often fail due to misconfigured user verification steps, locking out students.",Medium,In Progress,2024-09-26,103.0,
TCKT0355,S11155,Academic Support and Resources,Frequently changing exam schedules without official notification causes student scheduling conflicts.,High,Open,2024-10-01,104.0,
TCKT0356,S11156,Student Affairs,Insufficient wheelchair accessibility in campus buildings restricts mobility for students with disabilities.,Medium,Resolved,2024-10-06,105.0,
TCKT0357,S11157,Financial Support,"Student aid disbursements are sometimes delayed without clear communication, impacting living expenses.",High,Open,2024-10-11,106.0,
TCKT0358,S11158,IT,"Wi-Fi connectivity in study lounges is intermittent, causing disruption during collaborative sessions.",Medium,In Progress,2024-10-16,107.0,
TCKT0359,S11159,Academic Support and Resources,Limited access to academic software licenses restricts students' ability to complete coursework.,High,Open,2024-10-21,108.0,
TCKT0360,S11160,Student Affairs,"Campus safety patrols have reduced presence during late-night hours, contributing to security concerns.",Medium,Open,2024-10-26,109.0,
TCKT0361,S11161,Financial Support,Unclear terms around scholarship renewals cause student anxiety and miscommunication.,High,Open,2024-10-31,110.0,
TCKT0362,S11162,IT,"Campus email service occasionally delays message deliveries, impeding timely communication.",Medium,In Progress,2024-11-05,111.0,
TCKT0363,S11163,Academic Support and Resources,Insufficient number of study group rooms in the library limits collaborative learning opportunities.,Low,Resolved,2024-11-10,112.0,
TCKT0364,S11164,Student Affairs,Frequent power outages in student housing impede uninterrupted study and rest.,Medium,Open,2024-11-15,113.0,
TCKT0365,S11165,Financial Support,Billing statement errors cause unexpected fees and hamper student budgeting.,High,Open,2024-11-20,114.0,
TCKT0366,S11166,IT,"Helpdesk systems lack real-time ticket updates, causing communication gaps with users.",Medium,In Progress,2024-11-25,115.0,
TCKT0367,S11167,Academic Support and Resources,Delayed upload of lecture recordings impairs students' ability to review course content.,High,Open,2024-11-30,116.0,
TCKT0368,S11168,Student Affairs,Unclean common areas in residence halls affect resident satisfaction and wellbeing.,Medium,Resolved,2024-12-05,117.0,
TCKT0369,S11169,Financial Support,Lack of transparency in fee payment deadlines leads to frequent late payments.,High,Open,2024-12-10,118.0,
TCKT0370,S11170,IT,"Virtual classroom software frequently crashes during high traffic, disrupting lessons.",Medium,In Progress,2024-12-15,119.0,
TCKT0371,S11171,Academic Support and Resources,Difficulty booking appointments with academic advisors limits student academic planning.,High,Open,2024-12-20,120.0,
TCKT0372,S11172,Student Affairs,"Parking permit approvals are delayed, creating stress for commuter students.",Medium,Open,2024-12-25,121.0,
TCKT0373,S11173,Financial Support,Confusing refund processes for dropped courses result in billing disputes.,High,Open,2024-12-30,122.0,
TCKT0374,S11174,IT,"Students experience slow internet speeds in dorms during evenings, affecting study time online.",Medium,In Progress,2025-01-04,123.0,
TCKT0375,S11175,Academic Support and Resources,Inadequate availability of peer tutoring for prerequisite courses limits student support.,Low,Resolved,2025-01-09,124.0,
TCKT0376,S11176,Student Affairs,Maintenance delays cause persistent water pressure issues in campus housing facilities.,Medium,Open,2025-01-14,125.0,
TCKT0377,S11177,Financial Support,The application process for financial aid is overly complex and lacks clear guidance.,High,Open,2025-01-19,126.0,
TCKT0378,S11178,IT,Printer malfunctions in computer labs cause delays during peak study times.,Medium,In Progress,2025-01-24,127.0,
TCKT0379,S11179,Academic Support and Resources,Inconsistent grading policies between instructors create confusion among students.,High,Open,2025-01-29,128.0,
TCKT0380,S11180,Student Affairs,Delayed emergency evacuation drills reduce preparedness among campus residents.,Medium,Resolved,2025-02-03,129.0,
TCKT0381,S11181,Financial Support,Unclear policies regarding scholarship renewal eligibility result in missed applications.,High,Open,2025-02-08,130.0,
TCKT0382,S11182,IT,System outages of online submission portals disrupt assignment deadlines.,Medium,In Progress,2025-02-13,131.0,
TCKT0383,S11183,Academic Support and Resources,Lack of feedback on course projects impedes student learning progress.,High,Open,2025-02-18,132.0,
TCKT0384,S11184,Student Affairs,Insufficient mental health resources for students under academic stress.,Medium,Open,2025-02-23,133.0,
TCKT0385,S11185,Financial Support,Discrepancies between scholarship award letters and actual disbursements caused financial planning issues.,High,Open,2025-02-28,134.0,
TCKT0386,S11186,IT,System crashes in the campus network cause intermittent internet drops.,Medium,In Progress,2025-03-05,135.0,
TCKT0387,S11187,Academic Support and Resources,Limited access to computers with specialized software prevents adequate coursework completion.,Low,Resolved,2025-03-10,136.0,
TCKT0388,S11188,Student Affairs,Poor maintenance of campus green spaces reduces student recreational opportunities.,Medium,Open,2025-03-15,137.0,
TCKT0389,S11189,Financial Support,Complex billing adjustments for residency status changes confuse affected students.,High,Open,2025-03-20,138.0,
TCKT0390,S11190,IT,Login issues with the campus portal prevent access to registration functions.,Medium,In Progress,2025-03-25,139.0,
TCKT0391,S11191,Academic Support and Resources,Delays in returning graded assignments frustrate students and hinder academic progress.,High,Open,2025-03-30,140.0,
TCKT0392,S11192,Student Affairs,The campus shuttle service has inconsistent schedules causing late arrivals for classes.,Medium,Resolved,2025-04-04,141.0,
TCKT0393,S11193,Financial Support,Lack of notification for financial aid deadlines causes missed opportunities for some students.,High,Open,2025-04-09,142.0,
TCKT0394,S11194,IT,Outdated software in computer labs causes incompatibility with course requirements.,Medium,In Progress,2025-04-14,143.0,
TCKT0395,S11195,Academic Support and Resources,Insufficient availability of study materials for advanced topics in key courses.,High,Open,2025-04-19,144.0,
TCKT0396,S11196,Student Affairs,Noisy construction near residential halls disrupts student rest and study sessions.,Medium,Open,2025-04-24,145.0,
TCKT0397,S11197,Financial Support,Confusing policies about refund eligibility after mid-semester withdrawal generate student complaints.,High,Open,2025-04-29,146.0,
TCKT0398,S11198,IT,Software update failures on institutional devices lead to security vulnerabilities.,Medium,In Progress,2025-05-04,147.0,
TCKT0399,S11199,Academic Support and Resources,Lack of office hours during exam periods limits students' access to academic support.,Low,Resolved,2025-05-09,148.0,
TCKT0400,S11200,Student Affairs,Inadequate campus security presence at night causes student safety concerns.,High,Open,2025-05-14,149.0,
TCKT0401,S11201,Academic Support and Resources,The lack of clear explanation of academic probation procedures causes escalating student anxiety and confusion.,High,Open,2024-09-14,150.0,
TCKT0402,S11202,Student Affairs,Repeated failures to repair faulty heating systems in dorm rooms continue to affect student comfort during winter.,Medium,In Progress,2024-09-19,151.0,
TCKT0403,S11203,Financial Support,Inconsistencies in financial aid award notifications generate misunderstandings regarding eligibility and coverage.,High,Open,2024-09-24,152.0,
TCKT0404,S11204,IT,Frequent connectivity disruptions in campus computer labs hinder student submission of time-sensitive assignments.,Medium,In Progress,2024-09-29,153.0,
TCKT0405,S11205,Academic Support and Resources,Delayed responses to online tutoring requests disrupt preparation for high-stakes exams.,High,Open,2024-10-04,154.0,
TCKT0406,S11206,Student Affairs,Excessive noise levels in shared study areas impede concentration and student productivity.,Medium,Resolved,2024-10-09,155.0,
TCKT0407,S11207,Financial Support,Unclear tuition payment deadlines contribute to late fees being unfairly imposed on some students.,High,Open,2024-10-14,156.0,
